cocktail_id,name_kr,name_en,category,is_non_alcoholic,sweet_level,sour_level,bitter_level,body_level,freshness_level,creamy_level,spicy_level,nutty_level,mood_tag,description,embedding,is_active,created_at
84,홀시스 넥,Horses Neck,리프레싱 하이볼,FALSE,2.2,0,2.1,1.3,4.3,0,2.2,0,social|bright|spacious,"홀시스 넥은 향신료의 따뜻한 느낌와 탄산의 가벼움이 먼저 기억에 남는 리프레싱 하이볼 칵테일이다. 입에 닿으면 탄산의 가벼움가 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 비교적 짧고 시원하게 정리된다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 하이볼 계열처럼 길게 마셔도 피로감이 적고, 청량감이 전체 인상을 주도한다.",,,
85,가리발디,Garibaldi,비터/허벌,FALSE,2.3,2.1,2.8,1.4,3.1,0,0,0,relaxing|dark|modern,"가리발디는 오렌지 리큐르의 향과 비터한 쌉쌀함이 먼저 기억에 남는 비터/허벌 칵테일이다. 입에 닿으면 베이스 스피릿의 향가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 끝에는 쌉쌀한 여운이 분명하게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
86,그래스호퍼,Grasshopper,크리미,FALSE,2.8,0,0,3.3,0,3.2,0,0,cozy|warm|private,"그래스호퍼는 크리미한 질감이 비교적 선명한 인상을 남기는 칵테일이다. 입에 닿으면 베이스 스피릿의 향가 먼저 열리고, 중간부터 질감이 한층 부드러워지고 피니시는 둥글고 부드럽게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 크리미 계열답게 향보다도 텍스처와 달콤한 여운이 인상을 오래 끈다.",,,
87,샤르트뢰즈 스위즐,Chartreuse Swizzle,비터/허벌,FALSE,3,2.9,1.5,1.6,3.1,0,0.6,0.6,relaxing|dark|modern,"샤르트뢰즈 스위즐은 허브 향와 파인애플의 과일감을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 라임의 산미가 먼저 열리고, 중간에서는 허브 향이 중심을 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
88,스프리츠,Spritz,스파클링,FALSE,1.5,0.8,2.3,1.5,4,0,0,0,social|bright|spacious,"스프리츠는 탄산의 가벼움과 비터한 쌉쌀함이 먼저 기억에 남는 스파클링 칵테일이다. 입에 닿으면 탄산의 가벼움가 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 스파클링 계열처럼 첫인상은 가볍고 빠르게 열리지만, 베이스에 따라 캐릭터 차이가 난다.",,,
89,아메리카노,Americano,비터/허벌,FALSE,1.7,0,2.9,1.7,3.3,0,0,0,social|bright|spacious,"아메리카노는 비터한 쌉쌀함과 허브 향을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 탄산의 가벼움가 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
90,트리니다드 사워,Trinidad Sour,시트러스 사워,FALSE,3.5,2.5,3.7,2.2,2.5,0,1,2.6,relaxing|dark|modern,"트리니다드 사워는 비터한 쌉쌀함과 너티한 여운을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 끝에는 쌉쌀한 여운이 분명하게 남는다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
91,페르난디토,Fernandito,비터/허벌,FALSE,3.5,0,2.9,1.4,4.1,0,1,0,social|bright|spacious,"페르난디토는 비터한 쌉쌀함이 비교적 선명한 인상을 남기는 칵테일이다. 입에 닿으면 베이스 스피릿의 향가 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
92,미모사,Mimosa,스파클링,FALSE,1.9,2.2,0,0,4.6,0,0,0,social|bright|spacious,"미모사는 오렌지 리큐르의 향과 탄산의 가벼움이 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 탄산의 가벼움가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 스파클링 계열처럼 첫인상은 가볍고 빠르게 열리지만, 베이스에 따라 캐릭터 차이가 난다.",,,
93,벨리니,Bellini,스파클링,FALSE,1.7,0.9,0,0.8,3.6,0,0,0,social|bright|spacious,"벨리니는 탄산의 가벼움과 복숭아 향이 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 탄산의 가벼움가 먼저 열리고, 중간에서는 베이스 스피릿가 뼈대를 잡아주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 스파클링 계열처럼 첫인상은 가볍고 빠르게 열리지만, 베이스에 따라 캐릭터 차이가 난다.",,,
94,샴페인 칵테일,Champagne Cocktail,스파클링,FALSE,2.6,1,2.2,1.5,4,0,0.6,0,social|bright|spacious,"샴페인 칵테일은 탄산의 가벼움과 오렌지 리큐르의 향이 먼저 기억에 남는 스파클링 칵테일이다. 입에 닿으면 탄산의 가벼움가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 스파클링 계열처럼 첫인상은 가볍고 빠르게 열리지만, 베이스에 따라 캐릭터 차이가 난다.",,,
95,셰리 코블러,Sherry Cobbler,스피릿포워드,FALSE,2.4,1.6,0,2.1,0.5,0,0,0,romantic|dark|private,"셰리 코블러는 오렌지 리큐르의 향과 레몬의 산미을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 한 잔을 빨리 비우기보다 천천히 향과 구조를 확인하는 시간에 더 적합하다. 스피릿포워드 스타일이라 믹서보다 베이스의 개성과 피니시가 더 중요하게 느껴진다.",,,
96,키르,Kir,과일계,FALSE,2,0,0,1.4,1.1,0,0,0,social|modern|casual,"키르는 특정 한 요소보다 전체 밸런스로 캐릭터를 만드는 칵테일이다. 입에 닿으면 베이스 스피릿의 향가 먼저 열리고, 중간에서는 베이스 스피릿가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 과일 중심 칵테일처럼 향이 직관적이고 접근성이 좋지만, 단맛의 질에 따라 표정이 달라진다.",,,
97,버진 모히토,Virgin Mojito,리프레싱 하이볼,TRUE,2.2,2.8,0,1,4,0,0,0,social|bright|casual,"버진 모히토는 모히토의 구조에서 럼을 덜어내고 라임, 민트, 당의 청량감을 전면에 둔 논알콜 칵테일이다. 입에 닿으면 라임의 산미와 민트 향이 먼저 열리고, 가운데에서는 가벼운 단맛이 산미를 둥글게 묶어주며 마무리는 탄산으로 산뜻하게 정리된다. 전체 인상이 직관적이고 시원해 더운 날이나 식전 한 잔으로 부담 없이 권하기 좋다.",,,
98,셜리 템플,Shirley Temple,스파클링,TRUE,3.6,1.4,0,1,2.4,0,0,0,bright|playful|casual,"셜리 템플은 진저에일과 그레나딘을 중심으로 만드는 대표적인 클래식 목테일이다. 입에 닿으면 붉은 과실 계열의 달콤함이 먼저 열리고, 이어서 탄산의 가벼운 질감이 전체를 경쾌하게 정리한다. 친숙하고 접근성이 높아 논알콜 칵테일 입문용이나 가족 모임, 브런치 자리에서 무난하게 추천하기 좋다.",,,
99,버진 피냐 콜라다,Virgin Piña Colada,크리미,TRUE,3.4,1,0,2.2,2,3.1,0,0.6,cozy|bright|casual,"버진 피냐 콜라다는 파인애플과 코코넛의 조합이 중심이 되는 트로피컬 논알콜 칵테일이다. 입에 닿으면 파인애플의 과실 향이 먼저 열리고, 가운데에서는 코코넛의 부드러운 질감이 볼륨을 더해주며 마무리는 달고 둥글게 떨어진다. 휴양지 무드가 분명한 스타일이라 디저트 대용이나 여름철 한 잔으로 잘 어울린다.",,,
100,노지토,Nojito,리프레싱 하이볼,TRUE,1.8,3,0,0.9,4,0,0,0,cool|modern|casual,"노지토는 모히토를 무알콜로 풀어낸 변형으로, 라임과 민트의 인상을 보다 가볍고 선명하게 보여주는 스타일이다. 입에 닿으면 산뜻한 라임과 허브 계열의 민트 향이 먼저 열리고, 뒤이어 탄산이 가볍게 마무리를 정리한다. 당도를 과하게 올리지 않는 방향으로 잡아 보다 드라이하고 깔끔한 논알콜 선택지로 쓰기 좋다.",,,
101,버진 메리,Virgin Mary,클래식,TRUE,0.8,2.4,0.4,1.2,2,0,2.3,0,savory|classic|brunch,"버진 메리는 블러디 메리의 구조에서 보드카를 제외한 세이보리 타입의 논알콜 칵테일이다. 입에 닿으면 토마토 주스의 감칠맛과 레몬의 산미가 먼저 열리고, 뒤이어 우스터소스와 향신료가 구조를 세워준다. 달콤한 스타일보다 짭짤하고 매콤한 풍미를 선호하는 경우, 브런치나 식사 전후에 특히 잘 맞는다.",,,
